id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
NE;Nordeste;24/02/2008 00:00:00;6.994,26791667
S;Sul;24/02/2008 00:00:00;7.278,21166667
SE;Sudeste/Centro-Oeste;24/02/2008 00:00:00;27.859,82708333
N;Norte;25/02/2008 00:00:00;3.623,36708333
NE;Nordeste;25/02/2008 00:00:00;7.939,74791667
S;Sul;25/02/2008 00:00:00;9.655,29333333
SE;Sudeste/Centro-Oeste;25/02/2008 00:00:00;32.512,43833333
N;Norte;26/02/2008 00:00:00;3.669,37250000
NE;Nordeste;26/02/2008 00:00:00;7.862,90083333
S;Sul;26/02/2008 00:00:00;9.953,93625000
SE;Sudeste/Centro-Oeste;26/02/2008 00:00:00;33.134,51625000
N;Norte;27/02/2008 00:00:00;3.648,88333333
NE;Nordeste;27/02/2008 00:00:00;7.721,44208333
S;Sul;27/02/2008 00:00:00;10.021,01000000
SE;Sudeste/Centro-Oeste;27/02/2008 00:00:00;33.343,08875000
N;Norte;28/02/2008 00:00:00;3.662,71583333
NE;Nordeste;28/02/2008 00:00:00;7.686,53833333
S;Sul;28/02/2008 00:00:00;9.671,39125000
SE;Sudeste/Centro-Oeste;28/02/2008 00:00:00;33.292,16250000
N;Norte;29/02/2008 00:00:00;3.619,63916667
NE;Nordeste;29/02/2008 00:00:00;7.604,99458333
S;Sul;29/02/2008 00:00:00;9.248,90916667
SE;Sudeste/Centro-Oeste;29/02/2008 00:00:00;33.331,05583333
N;Norte;01/03/2008 00:00:00;3.461,25875000
NE;Nordeste;01/03/2008 00:00:00;7.221,12125000
S;Sul;01/03/2008 00:00:00;7.896,08291667
SE;Sudeste/Centro-Oeste;01/03/2008 00:00:00;30.901,82000000
N;Norte;02/03/2008 00:00:00;3.282,73458333
NE;Nordeste;02/03/2008 00:00:00;6.680,82416667
S;Sul;02/03/2008 00:00:00;6.633,98208333
SE;Sudeste/Centro-Oeste;02/03/2008 00:00:00;28.123,90666667
N;Norte;03/03/2008 00:00:00;3.564,59541667
NE;Nordeste;03/03/2008 00:00:00;7.681,21125000
S;Sul;03/03/2008 00:00:00;9.045,13500000
SE;Sudeste/Centro-Oeste;03/03/2008 00:00:00;33.687,10125000
N;Norte;04/03/2008 00:00:00;3.610,37916667
NE;Nordeste;04/03/2008 00:00:00;7.864,58458333
S;Sul;04/03/2008 00:00:00;9.477,46500000
SE;Sudeste/Centro-Oeste;04/03/2008 00:00:00;34.636,86166667
N;Norte;05/03/2008 00:00:00;3.607,63333333
NE;Nordeste;05/03/2008 00:00:00;7.849,57791667
S;Sul;05/03/2008 00:00:00;9.529,31750000
SE;Sudeste/Centro-Oeste;05/03/2008 00:00:00;35.270,00333333
N;Norte;06/03/2008 00:00:00;3.603,70875000
NE;Nordeste;06/03/2008 00:00:00;7.892,05916667
S;Sul;06/03/2008 00:00:00;9.701,61458333
SE;Sudeste/Centro-Oeste;06/03/2008 00:00:00;35.221,25333333
N;Norte;07/03/2008 00:00:00;3.619,33083333
NE;Nordeste;07/03/2008 00:00:00;7.880,72000000
S;Sul;07/03/2008 00:00:00;9.747,24500000
SE;Sudeste/Centro-Oeste;07/03/2008 00:00:00;35.081,23500000
N;Norte;08/03/2008 00:00:00;3.529,09250000
NE;Nordeste;08/03/2008 00:00:00;7.422,91750000
S;Sul;08/03/2008 00:00:00;8.612,78583333
SE;Sudeste/Centro-Oeste;08/03/2008 00:00:00;32.110,08625000
N;Norte;09/03/2008 00:00:00;3.339,72291667
NE;Nordeste;09/03/2008 00:00:00;6.755,75791667
S;Sul;09/03/2008 00:00:00;7.277,29916667
SE;Sudeste/Centro-Oeste;09/03/2008 00:00:00;28.651,90333333
N;Norte;10/03/2008 00:00:00;3.628,46458333
NE;Nordeste;10/03/2008 00:00:00;7.720,08041667
S;Sul;10/03/2008 00:00:00;9.618,09000000
SE;Sudeste/Centro-Oeste;10/03/2008 00:00:00;33.853,10666667
N;Norte;11/03/2008 00:00:00;3.561,37208333
NE;Nordeste;11/03/2008 00:00:00;7.994,02458333
S;Sul;11/03/2008 00:00:00;9.640,50250000
SE;Sudeste/Centro-Oeste;11/03/2008 00:00:00;34.588,05583333
N;Norte;12/03/2008 00:00:00;3.644,84958333
NE;Nordeste;12/03/2008 00:00:00;7.865,12416667
S;Sul;12/03/2008 00:00:00;9.405,51125000
SE;Sudeste/Centro-Oeste;12/03/2008 00:00:00;34.641,27625000
N;Norte;13/03/2008 00:00:00;3.639,36583333
NE;Nordeste;13/03/2008 00:00:00;7.874,81916667
S;Sul;13/03/2008 00:00:00;9.262,13416667
SE;Sudeste/Centro-Oeste;13/03/2008 00:00:00;34.269,56416667
N;Norte;14/03/2008 00:00:00;3.624,86500000
NE;Nordeste;14/03/2008 00:00:00;7.951,12000000
S;Sul;14/03/2008 00:00:00;9.152,05500000
SE;Sudeste/Centro-Oeste;14/03/2008 00:00:00;33.145,22250000
N;Norte;15/03/2008 00:00:00;3.499,27791667
NE;Nordeste;15/03/2008 00:00:00;7.347,84291667
S;Sul;15/03/2008 00:00:00;8.012,26708333
SE;Sudeste/Centro-Oeste;15/03/2008 00:00:00;30.489,96166667
N;Norte;16/03/2008 00:00:00;3.294,75958333
NE;Nordeste;16/03/2008 00:00:00;6.838,23666667
S;Sul;16/03/2008 00:00:00;6.597,24500000
SE;Sudeste/Centro-Oeste;16/03/2008 00:00:00;27.210,23125000
N;Norte;17/03/2008 00:00:00;3.561,18833333
NE;Nordeste;17/03/2008 00:00:00;7.594,15125000
S;Sul;17/03/2008 00:00:00;9.229,09750000
SE;Sudeste/Centro-Oeste;17/03/2008 00:00:00;32.056,23083333
N;Norte;18/03/2008 00:00:00;3.642,30458333
NE;Nordeste;18/03/2008 00:00:00;7.588,95000000
S;Sul;18/03/2008 00:00:00;9.508,27375000
SE;Sudeste/Centro-Oeste;18/03/2008 00:00:00;33.376,50375000
N;Norte;19/03/2008 00:00:00;3.618,87916667
NE;Nordeste;19/03/2008 00:00:00;7.437,18458333
S;Sul;19/03/2008 00:00:00;9.827,96416667
SE;Sudeste/Centro-Oeste;19/03/2008 00:00:00;33.593,60500000
N;Norte;20/03/2008 00:00:00;3.522,39791667
NE;Nordeste;20/03/2008 00:00:00;7.178,45458333
S;Sul;20/03/2008 00:00:00;9.742,10000000
SE;Sudeste/Centro-Oeste;20/03/2008 00:00:00;33.504,95416667
N;Norte;21/03/2008 00:00:00;3.377,76916667
NE;Nordeste;21/03/2008 00:00:00;6.249,66250000
S;Sul;21/03/2008 00:00:00;7.257,04791667
SE;Sudeste/Centro-Oeste;21/03/2008 00:00:00;28.445,07208333
N;Norte;22/03/2008 00:00:00;3.506,17541667
NE;Nordeste;22/03/2008 00:00:00;6.702,20708333
S;Sul;22/03/2008 00:00:00;7.577,62208333
SE;Sudeste/Centro-Oeste;22/03/2008 00:00:00;29.444,31875000
N;Norte;23/03/2008 00:00:00;3.409,13583333
NE;Nordeste;23/03/2008 00:00:00;6.472,40541667
S;Sul;23/03/2008 00:00:00;6.637,92708333
SE;Sudeste/Centro-Oeste;23/03/2008 00:00:00;27.542,62958333
N;Norte;24/03/2008 00:00:00;3.687,37958333
NE;Nordeste;24/03/2008 00:00:00;7.332,21958333
S;Sul;24/03/2008 00:00:00;9.132,06791667
SE;Sudeste/Centro-Oeste;24/03/2008 00:00:00;33.233,87708333
N;Norte;25/03/2008 00:00:00;3.708,46083333
NE;Nordeste;25/03/2008 00:00:00;7.457,60208333
S;Sul;25/03/2008 00:00:00;9.564,98166667
SE;Sudeste/Centro-Oeste;25/03/2008 00:00:00;33.988,98750000
N;Norte;26/03/2008 00:00:00;3.706,78791667
NE;Nordeste;26/03/2008 00:00:00;7.572,08125000
S;Sul;26/03/2008 00:00:00;9.811,27958333
SE;Sudeste/Centro-Oeste;26/03/2008 00:00:00;33.673,57125000
N;Norte;27/03/2008 00:00:00;3.675,99750000
NE;Nordeste;27/03/2008 00:00:00;7.619,17125000
S;Sul;27/03/2008 00:00:00;9.844,75375000
SE;Sudeste/Centro-Oeste;27/03/2008 00:00:00;33.678,46750000
N;Norte;28/03/2008 00:00:00;3.702,75875000
NE;Nordeste;28/03/2008 00:00:00;7.611,08000000
S;Sul;28/03/2008 00:00:00;9.600,41416667
SE;Sudeste/Centro-Oeste;28/03/2008 00:00:00;33.778,92416667
N;Norte;29/03/2008 00:00:00;3.580,44666667
NE;Nordeste;29/03/2008 00:00:00;7.269,48791667
S;Sul;29/03/2008 00:00:00;8.457,03333333
SE;Sudeste/Centro-Oeste;29/03/2008 00:00:00;31.375,15708333
N;Norte;30/03/2008 00:00:00;3.418,93041667
NE;Nordeste;30/03/2008 00:00:00;6.709,97375000
S;Sul;30/03/2008 00:00:00;6.995,16041667
SE;Sudeste/Centro-Oeste;30/03/2008 00:00:00;27.715,37416667
N;Norte;31/03/2008 00:00:00;3.635,21916667
NE;Nordeste;31/03/2008 00:00:00;7.304,98166667
S;Sul;31/03/2008 00:00:00;9.062,33708333
SE;Sudeste/Centro-Oeste;31/03/2008 00:00:00;32.334,75750000
N;Norte;01/04/2008 00:00:00;3.625,29666667
NE;Nordeste;01/04/2008 00:00:00;7.366,53250000
S;Sul;01/04/2008 00:00:00;9.422,01458333
SE;Sudeste/Centro-Oeste;01/04/2008 00:00:00;33.176,56583333
N;Norte;02/04/2008 00:00:00;3.619,03666667
NE;Nordeste;02/04/2008 00:00:00;7.344,84708333
S;Sul;02/04/2008 00:00:00;9.423,81333333
SE;Sudeste/Centro-Oeste;02/04/2008 00:00:00;33.590,75583333
N;Norte;03/04/2008 00:00:00;3.694,45375000
NE;Nordeste;03/04/2008 00:00:00;7.416,02625000
S;Sul;03/04/2008 00:00:00;9.193,50583333
SE;Sudeste/Centro-Oeste;03/04/2008 00:00:00;33.884,99333333
N;Norte;04/04/2008 00:00:00;3.630,34625000
NE;Nordeste;04/04/2008 00:00:00;7.529,04416667
S;Sul;04/04/2008 00:00:00;9.119,71958333
SE;Sudeste/Centro-Oeste;04/04/2008 00:00:00;33.360,74041667
N;Norte;05/04/2008 00:00:00;3.434,43875000
NE;Nordeste;05/04/2008 00:00:00;7.138,98916667
S;Sul;05/04/2008 00:00:00;7.990,27416667
SE;Sudeste/Centro-Oeste;05/04/2008 00:00:00;30.190,98208333
N;Norte;06/04/2008 00:00:00;3.158,84208333
NE;Nordeste;06/04/2008 00:00:00;6.588,76833333
S;Sul;06/04/2008 00:00:00;6.746,21916667
SE;Sudeste/Centro-Oeste;06/04/2008 00:00:00;26.918,65208333
N;Norte;07/04/2008 00:00:00;3.557,07416667
NE;Nordeste;07/04/2008 00:00:00;7.357,09875000
S;Sul;07/04/2008 00:00:00;9.125,45000000
SE;Sudeste/Centro-Oeste;07/04/2008 00:00:00;32.225,05500000
N;Norte;08/04/2008 00:00:00;3.581,26041667
NE;Nordeste;08/04/2008 00:00:00;7.416,97791667
S;Sul;08/04/2008 00:00:00;9.603,42916667
SE;Sudeste/Centro-Oeste;08/04/2008 00:00:00;33.394,83583333
N;Norte;09/04/2008 00:00:00;3.624,82083333
NE;Nordeste;09/04/2008 00:00:00;7.519,69583333
S;Sul;09/04/2008 00:00:00;9.683,66291667
SE;Sudeste/Centro-Oeste;09/04/2008 00:00:00;33.936,22250000
N;Norte;10/04/2008 00:00:00;3.637,76541667
NE;Nordeste;10/04/2008 00:00:00;7.646,09875000
S;Sul;10/04/2008 00:00:00;9.684,68958333
SE;Sudeste/Centro-Oeste;10/04/2008 00:00:00;34.444,39125000
N;Norte;11/04/2008 00:00:00;3.629,49625000
NE;Nordeste;11/04/2008 00:00:00;7.647,15125000
S;Sul;11/04/2008 00:00:00;9.680,50958333
SE;Sudeste/Centro-Oeste;11/04/2008 00:00:00;34.523,66583333
N;Norte;12/04/2008 00:00:00;3.488,64666667
NE;Nordeste;12/04/2008 00:00:00;7.282,41625000
S;Sul;12/04/2008 00:00:00;8.149,00625000
SE;Sudeste/Centro-Oeste;12/04/2008 00:00:00;32.074,09291667
N;Norte;13/04/2008 00:00:00;3.415,98291667
NE;Nordeste;13/04/2008 00:00:00;6.707,05541667
S;Sul;13/04/2008 00:00:00;6.745,74208333
SE;Sudeste/Centro-Oeste;13/04/2008 00:00:00;28.707,43083333
N;Norte;14/04/2008 00:00:00;3.633,85625000
NE;Nordeste;14/04/2008 00:00:00;7.509,39958333
S;Sul;14/04/2008 00:00:00;8.477,83708333
SE;Sudeste/Centro-Oeste;14/04/2008 00:00:00;33.706,35125000
N;Norte;15/04/2008 00:00:00;3.693,34625000
NE;Nordeste;15/04/2008 00:00:00;7.616,56500000
S;Sul;15/04/2008 00:00:00;8.660,17916667
SE;Sudeste/Centro-Oeste;15/04/2008 00:00:00;33.409,81041667
N;Norte;16/04/2008 00:00:00;3.683,27125000
NE;Nordeste;16/04/2008 00:00:00;7.691,04708333
S;Sul;16/04/2008 00:00:00;8.859,93208333
SE;Sudeste/Centro-Oeste;16/04/2008 00:00:00;33.346,17916667
N;Norte;17/04/2008 00:00:00;3.708,69833333
NE;Nordeste;17/04/2008 00:00:00;7.736,80750000
S;Sul;17/04/2008 00:00:00;8.997,73958333
SE;Sudeste/Centro-Oeste;17/04/2008 00:00:00;33.855,25833333
N;Norte;18/04/2008 00:00:00;3.736,46750000
NE;Nordeste;18/04/2008 00:00:00;7.762,72541667
S;Sul;18/04/2008 00:00:00;8.941,90583333
SE;Sudeste/Centro-Oeste;18/04/2008 00:00:00;33.672,13208333
N;Norte;19/04/2008 00:00:00;3.625,84625000
NE;Nordeste;19/04/2008 00:00:00;7.363,00125000
S;Sul;19/04/2008 00:00:00;7.777,69250000
SE;Sudeste/Centro-Oeste;19/04/2008 00:00:00;30.889,30083333
N;Norte;20/04/2008 00:00:00;3.481,54208333
NE;Nordeste;20/04/2008 00:00:00;6.831,43833333
S;Sul;20/04/2008 00:00:00;6.364,18625000
SE;Sudeste/Centro-Oeste;20/04/2008 00:00:00;27.435,42708333
N;Norte;21/04/2008 00:00:00;3.471,22083333
NE;Nordeste;21/04/2008 00:00:00;6.881,67875000
S;Sul;21/04/2008 00:00:00;6.854,38125000
SE;Sudeste/Centro-Oeste;21/04/2008 00:00:00;28.078,35416667
N;Norte;22/04/2008 00:00:00;3.717,10375000
NE;Nordeste;22/04/2008 00:00:00;7.795,53875000
S;Sul;22/04/2008 00:00:00;8.689,31916667
SE;Sudeste/Centro-Oeste;22/04/2008 00:00:00;32.758,09666667
N;Norte;23/04/2008 00:00:00;3.726,49375000
NE;Nordeste;23/04/2008 00:00:00;7.857,60916667
S;Sul;23/04/2008 00:00:00;9.022,11125000
SE;Sudeste/Centro-Oeste;23/04/2008 00:00:00;32.837,57166667
N;Norte;24/04/2008 00:00:00;3.709,57708333
NE;Nordeste;24/04/2008 00:00:00;7.931,43416667
S;Sul;24/04/2008 00:00:00;8.999,28875000
SE;Sudeste/Centro-Oeste;24/04/2008 00:00:00;33.361,36625000
N;Norte;25/04/2008 00:00:00;3.687,20375000
NE;Nordeste;25/04/2008 00:00:00;8.015,86916667
S;Sul;25/04/2008 00:00:00;9.007,65833333
SE;Sudeste/Centro-Oeste;25/04/2008 00:00:00;33.668,58916667
N;Norte;26/04/2008 00:00:00;3.605,37625000
NE;Nordeste;26/04/2008 00:00:00;7.575,24875000
S;Sul;26/04/2008 00:00:00;7.930,80625000
SE;Sudeste/Centro-Oeste;26/04/2008 00:00:00;31.119,50500000
N;Norte;27/04/2008 00:00:00;3.466,26958333
NE;Nordeste;27/04/2008 00:00:00;6.959,59750000
S;Sul;27/04/2008 00:00:00;6.586,91583333
SE;Sudeste/Centro-Oeste;27/04/2008 00:00:00;28.137,12791667
N;Norte;28/04/2008 00:00:00;3.717,22583333
NE;Nordeste;28/04/2008 00:00:00;7.802,73833333
S;Sul;28/04/2008 00:00:00;8.925,67666667
SE;Sudeste/Centro-Oeste;28/04/2008 00:00:00;33.356,74000000
N;Norte;29/04/2008 00:00:00;3.726,02000000
NE;Nordeste;29/04/2008 00:00:00;7.949,11125000
S;Sul;29/04/2008 00:00:00;8.878,36666667
SE;Sudeste/Centro-Oeste;29/04/2008 00:00:00;34.364,10125000
N;Norte;30/04/2008 00:00:00;3.689,50500000
NE;Nordeste;30/04/2008 00:00:00;7.970,23833333
S;Sul;30/04/2008 00:00:00;8.575,82625000
SE;Sudeste/Centro-Oeste;30/04/2008 00:00:00;33.151,54750000
N;Norte;01/05/2008 00:00:00;3.404,98791667
NE;Nordeste;01/05/2008 00:00:00;6.952,79708333
S;Sul;01/05/2008 00:00:00;6.784,01541667
SE;Sudeste/Centro-Oeste;01/05/2008 00:00:00;27.890,93708333
N;Norte;02/05/2008 00:00:00;3.581,82041667
NE;Nordeste;02/05/2008 00:00:00;7.498,15166667
S;Sul;02/05/2008 00:00:00;7.974,31166667
SE;Sudeste/Centro-Oeste;02/05/2008 00:00:00;30.817,77750000
N;Norte;03/05/2008 00:00:00;3.485,59291667
NE;Nordeste;03/05/2008 00:00:00;7.350,18125000
S;Sul;03/05/2008 00:00:00;6.875,56375000
SE;Sudeste/Centro-Oeste;03/05/2008 00:00:00;28.983,00625000
N;Norte;04/05/2008 00:00:00;3.364,73291667
NE;Nordeste;04/05/2008 00:00:00;6.846,98041667
S;Sul;04/05/2008 00:00:00;6.001,81208333
SE;Sudeste/Centro-Oeste;04/05/2008 00:00:00;26.411,62666667
N;Norte;05/05/2008 00:00:00;3.566,63416667
NE;Nordeste;05/05/2008 00:00:00;7.762,85541667
S;Sul;05/05/2008 00:00:00;8.150,41000000
SE;Sudeste/Centro-Oeste;05/05/2008 00:00:00;31.218,41916667
N;Norte;06/05/2008 00:00:00;3.586,33333333
NE;Nordeste;06/05/2008 00:00:00;7.902,55416667
S;Sul;06/05/2008 00:00:00;8.464,82125000
SE;Sudeste/Centro-Oeste;06/05/2008 00:00:00;31.723,39958333
N;Norte;07/05/2008 00:00:00;3.621,17500000
NE;Nordeste;07/05/2008 00:00:00;7.967,95458333
S;Sul;07/05/2008 00:00:00;8.491,48666667
SE;Sudeste/Centro-Oeste;07/05/2008 00:00:00;31.721,07166667
N;Norte;08/05/2008 00:00:00;3.645,77708333
NE;Nordeste;08/05/2008 00:00:00;7.883,52541667
S;Sul;08/05/2008 00:00:00;8.583,12541667
SE;Sudeste/Centro-Oeste;08/05/2008 00:00:00;31.899,65250000
N;Norte;09/05/2008 00:00:00;3.685,95791667
NE;Nordeste;09/05/2008 00:00:00;7.817,47958333
S;Sul;09/05/2008 00:00:00;8.558,83333333
SE;Sudeste/Centro-Oeste;09/05/2008 00:00:00;32.349,25958333
N;Norte;10/05/2008 00:00:00;3.517,79458333
NE;Nordeste;10/05/2008 00:00:00;7.300,62250000
S;Sul;10/05/2008 00:00:00;7.459,10662500
SE;Sudeste/Centro-Oeste;10/05/2008 00:00:00;30.075,91083333
N;Norte;11/05/2008 00:00:00;3.354,02125000
NE;Nordeste;11/05/2008 00:00:00;6.596,91041667
S;Sul;11/05/2008 00:00:00;5.924,75395833
SE;Sudeste/Centro-Oeste;11/05/2008 00:00:00;26.295,20041667
N;Norte;12/05/2008 00:00:00;3.644,11041667
NE;Nordeste;12/05/2008 00:00:00;7.476,39500000
S;Sul;12/05/2008 00:00:00;8.269,92337500
SE;Sudeste/Centro-Oeste;12/05/2008 00:00:00;31.243,93541667
N;Norte;13/05/2008 00:00:00;3.718,55125000
NE;Nordeste;13/05/2008 00:00:00;7.537,94541667
S;Sul;13/05/2008 00:00:00;8.520,47916667
SE;Sudeste/Centro-Oeste;13/05/2008 00:00:00;32.201,99541667
N;Norte;14/05/2008 00:00:00;3.739,36791667
NE;Nordeste;14/05/2008 00:00:00;7.532,41083333
S;Sul;14/05/2008 00:00:00;8.668,37966667
SE;Sudeste/Centro-Oeste;14/05/2008 00:00:00;32.295,68833333
N;Norte;15/05/2008 00:00:00;3.714,03291667
NE;Nordeste;15/05/2008 00:00:00;7.528,83250000
S;Sul;15/05/2008 00:00:00;8.623,42508333
SE;Sudeste/Centro-Oeste;15/05/2008 00:00:00;32.453,08208333
N;Norte;16/05/2008 00:00:00;3.778,00208333
NE;Nordeste;16/05/2008 00:00:00;7.695,50916667
S;Sul;16/05/2008 00:00:00;8.578,22920833
SE;Sudeste/Centro-Oeste;16/05/2008 00:00:00;32.611,99333333
N;Norte;17/05/2008 00:00:00;3.657,70000000
NE;Nordeste;17/05/2008 00:00:00;7.355,86416667
S;Sul;17/05/2008 00:00:00;7.603,55062500
SE;Sudeste/Centro-Oeste;17/05/2008 00:00:00;30.068,41250000
N;Norte;18/05/2008 00:00:00;3.532,91291667
NE;Nordeste;18/05/2008 00:00:00;6.746,56291667
S;Sul;18/05/2008 00:00:00;6.311,43741667
SE;Sudeste/Centro-Oeste;18/05/2008 00:00:00;26.894,37000000
N;Norte;19/05/2008 00:00:00;3.798,46083333
NE;Nordeste;19/05/2008 00:00:00;7.586,82125000
S;Sul;19/05/2008 00:00:00;8.576,69516667
SE;Sudeste/Centro-Oeste;19/05/2008 00:00:00;32.208,67583333
N;Norte;20/05/2008 00:00:00;3.868,27791667
NE;Nordeste;20/05/2008 00:00:00;7.732,30666667
S;Sul;20/05/2008 00:00:00;9.020,21266667
SE;Sudeste/Centro-Oeste;20/05/2008 00:00:00;32.996,47875000
N;Norte;21/05/2008 00:00:00;3.810,97875000
NE;Nordeste;21/05/2008 00:00:00;7.718,24875000
S;Sul;21/05/2008 00:00:00;9.177,25958333
SE;Sudeste/Centro-Oeste;21/05/2008 00:00:00;32.891,18416667
N;Norte;22/05/2008 00:00:00;3.571,43583333
NE;Nordeste;22/05/2008 00:00:00;7.209,01750000
S;Sul;22/05/2008 00:00:00;7.717,87212500
SE;Sudeste/Centro-Oeste;22/05/2008 00:00:00;29.218,38375000
N;Norte;23/05/2008 00:00:00;3.707,37208333
NE;Nordeste;23/05/2008 00:00:00;7.605,22541667
S;Sul;23/05/2008 00:00:00;8.587,34645833
SE;Sudeste/Centro-Oeste;23/05/2008 00:00:00;31.206,99791667
N;Norte;24/05/2008 00:00:00;3.619,06416667
NE;Nordeste;24/05/2008 00:00:00;7.335,24000000
S;Sul;24/05/2008 00:00:00;7.531,32916667
SE;Sudeste/Centro-Oeste;24/05/2008 00:00:00;29.337,34666667
N;Norte;25/05/2008 00:00:00;3.428,25416667
NE;Nordeste;25/05/2008 00:00:00;6.739,65875000
S;Sul;25/05/2008 00:00:00;6.487,51375000
SE;Sudeste/Centro-Oeste;25/05/2008 00:00:00;26.921,56208333
N;Norte;26/05/2008 00:00:00;3.673,23375000
NE;Nordeste;26/05/2008 00:00:00;7.659,80625000
S;Sul;26/05/2008 00:00:00;8.399,13975000
SE;Sudeste/Centro-Oeste;26/05/2008 00:00:00;32.022,63750000
N;Norte;27/05/2008 00:00:00;3.747,59375000
NE;Nordeste;27/05/2008 00:00:00;7.649,75208333
S;Sul;27/05/2008 00:00:00;8.891,91400000
SE;Sudeste/Centro-Oeste;27/05/2008 00:00:00;32.989,53208333
N;Norte;28/05/2008 00:00:00;3.787,45958333
NE;Nordeste;28/05/2008 00:00:00;7.657,69666667
S;Sul;28/05/2008 00:00:00;8.980,86420833
SE;Sudeste/Centro-Oeste;28/05/2008 00:00:00;33.319,77166667
N;Norte;29/05/2008 00:00:00;3.800,16250000
NE;Nordeste;29/05/2008 00:00:00;7.734,33958333
S;Sul;29/05/2008 00:00:00;8.881,85812500
SE;Sudeste/Centro-Oeste;29/05/2008 00:00:00;33.143,09375000
N;Norte;30/05/2008 00:00:00;3.797,64375000
NE;Nordeste;30/05/2008 00:00:00;7.760,17708333
S;Sul;30/05/2008 00:00:00;8.588,15983333
SE;Sudeste/Centro-Oeste;30/05/2008 00:00:00;32.788,74166667
N;Norte;31/05/2008 00:00:00;3.691,40916667
NE;Nordeste;31/05/2008 00:00:00;7.321,81666667
S;Sul;31/05/2008 00:00:00;7.583,01058333
SE;Sudeste/Centro-Oeste;31/05/2008 00:00:00;29.611,50958333
N;Norte;01/06/2008 00:00:00;3.396,33250000
NE;Nordeste;01/06/2008 00:00:00;6.644,21541667
S;Sul;01/06/2008 00:00:00;6.472,67366667
SE;Sudeste/Centro-Oeste;01/06/2008 00:00:00;26.065,49458333
N;Norte;02/06/2008 00:00:00;3.661,29958333
NE;Nordeste;02/06/2008 00:00:00;7.382,62333333
S;Sul;02/06/2008 00:00:00;8.640,98350000
SE;Sudeste/Centro-Oeste;02/06/2008 00:00:00;30.663,86791667
N;Norte;03/06/2008 00:00:00;3.625,36750000
NE;Nordeste;03/06/2008 00:00:00;7.506,89708333
S;Sul;03/06/2008 00:00:00;9.008,38691667
SE;Sudeste/Centro-Oeste;03/06/2008 00:00:00;31.790,36541667
N;Norte;04/06/2008 00:00:00;3.707,98750000
NE;Nordeste;04/06/2008 00:00:00;7.535,31458333
S;Sul;04/06/2008 00:00:00;8.852,60229167
SE;Sudeste/Centro-Oeste;04/06/2008 00:00:00;32.238,41875000
N;Norte;05/06/2008 00:00:00;3.687,28958333
NE;Nordeste;05/06/2008 00:00:00;7.572,84583333
S;Sul;05/06/2008 00:00:00;8.900,10420833
SE;Sudeste/Centro-Oeste;05/06/2008 00:00:00;32.412,51000000
N;Norte;06/06/2008 00:00:00;3.684,56916667
NE;Nordeste;06/06/2008 00:00:00;7.601,88083333
S;Sul;06/06/2008 00:00:00;8.927,40212500
SE;Sudeste/Centro-Oeste;06/06/2008 00:00:00;32.762,72791667
N;Norte;07/06/2008 00:00:00;3.541,18375000
NE;Nordeste;07/06/2008 00:00:00;7.208,83750000
S;Sul;07/06/2008 00:00:00;7.725,07858333
SE;Sudeste/Centro-Oeste;07/06/2008 00:00:00;30.529,34125000
N;Norte;08/06/2008 00:00:00;3.466,92291667
NE;Nordeste;08/06/2008 00:00:00;6.695,22541667
S;Sul;08/06/2008 00:00:00;6.397,30287500
SE;Sudeste/Centro-Oeste;08/06/2008 00:00:00;27.380,12041667
N;Norte;09/06/2008 00:00:00;3.689,94708333
NE;Nordeste;09/06/2008 00:00:00;7.439,26166667
S;Sul;09/06/2008 00:00:00;8.588,43233333
SE;Sudeste/Centro-Oeste;09/06/2008 00:00:00;32.264,30000000
N;Norte;10/06/2008 00:00:00;3.694,41041667
NE;Nordeste;10/06/2008 00:00:00;7.573,21083333
S;Sul;10/06/2008 00:00:00;8.646,82112500
SE;Sudeste/Centro-Oeste;10/06/2008 00:00:00;33.136,88166667
N;Norte;11/06/2008 00:00:00;3.722,94750000
NE;Nordeste;11/06/2008 00:00:00;7.602,61541667
S;Sul;11/06/2008 00:00:00;8.767,71525000
SE;Sudeste/Centro-Oeste;11/06/2008 00:00:00;32.996,30416667
N;Norte;12/06/2008 00:00:00;3.714,54416667
NE;Nordeste;12/06/2008 00:00:00;7.621,24458333
S;Sul;12/06/2008 00:00:00;8.902,33687500
SE;Sudeste/Centro-Oeste;12/06/2008 00:00:00;33.231,65375000
N;Norte;13/06/2008 00:00:00;3.658,31250000
NE;Nordeste;13/06/2008 00:00:00;7.536,05666667
S;Sul;13/06/2008 00:00:00;8.831,50204167
SE;Sudeste/Centro-Oeste;13/06/2008 00:00:00;33.023,01791667
N;Norte;14/06/2008 00:00:00;3.556,38625000
NE;Nordeste;14/06/2008 00:00:00;7.205,60958333
S;Sul;14/06/2008 00:00:00;7.818,26120833
SE;Sudeste/Centro-Oeste;14/06/2008 00:00:00;30.780,27041667
N;Norte;15/06/2008 00:00:00;3.494,56583333
NE;Nordeste;15/06/2008 00:00:00;6.650,48833333
S;Sul;15/06/2008 00:00:00;6.330,16537500
SE;Sudeste/Centro-Oeste;15/06/2008 00:00:00;27.539,72833333
N;Norte;16/06/2008 00:00:00;3.699,71041667
NE;Nordeste;16/06/2008 00:00:00;7.400,27750000
S;Sul;16/06/2008 00:00:00;8.453,26279167
