id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
N;Norte;10/08/2010 00:00:00;3.926,10791667
NE;Nordeste;10/08/2010 00:00:00;7.944,28233333
S;Sul;10/08/2010 00:00:00;9.229,86833333
SE;Sudeste/Centro-Oeste;10/08/2010 00:00:00;34.071,81666667
N;Norte;11/08/2010 00:00:00;3.937,16791667
NE;Nordeste;11/08/2010 00:00:00;7.921,10183333
S;Sul;11/08/2010 00:00:00;9.259,63083333
SE;Sudeste/Centro-Oeste;11/08/2010 00:00:00;33.996,82083333
N;Norte;12/08/2010 00:00:00;3.930,26916667
NE;Nordeste;12/08/2010 00:00:00;7.861,34741667
S;Sul;12/08/2010 00:00:00;9.041,08708333
SE;Sudeste/Centro-Oeste;12/08/2010 00:00:00;31.332,32625000
N;Norte;13/08/2010 00:00:00;3.895,09541667
NE;Nordeste;13/08/2010 00:00:00;7.909,22562500
S;Sul;13/08/2010 00:00:00;9.153,81250000
SE;Sudeste/Centro-Oeste;13/08/2010 00:00:00;34.407,96291667
N;Norte;14/08/2010 00:00:00;3.796,29333333
NE;Nordeste;14/08/2010 00:00:00;7.684,12975000
S;Sul;14/08/2010 00:00:00;7.945,21000000
SE;Sudeste/Centro-Oeste;14/08/2010 00:00:00;31.707,85916667
N;Norte;15/08/2010 00:00:00;3.638,31250000
NE;Nordeste;15/08/2010 00:00:00;6.942,66979167
S;Sul;15/08/2010 00:00:00;6.431,02583333
SE;Sudeste/Centro-Oeste;15/08/2010 00:00:00;27.736,85000000
N;Norte;16/08/2010 00:00:00;3.945,50583333
NE;Nordeste;16/08/2010 00:00:00;7.884,05225000
S;Sul;16/08/2010 00:00:00;8.790,63750000
SE;Sudeste/Centro-Oeste;16/08/2010 00:00:00;32.224,21583333
N;Norte;17/08/2010 00:00:00;3.920,08125000
NE;Nordeste;17/08/2010 00:00:00;8.014,33125000
S;Sul;17/08/2010 00:00:00;9.124,15041667
SE;Sudeste/Centro-Oeste;17/08/2010 00:00:00;33.386,96625000
N;Norte;18/08/2010 00:00:00;3.919,48041667
NE;Nordeste;18/08/2010 00:00:00;7.915,87158333
S;Sul;18/08/2010 00:00:00;9.049,54625000
SE;Sudeste/Centro-Oeste;18/08/2010 00:00:00;33.709,61250000
N;Norte;19/08/2010 00:00:00;3.889,64625000
NE;Nordeste;19/08/2010 00:00:00;7.877,83954167
S;Sul;19/08/2010 00:00:00;9.105,27708333
SE;Sudeste/Centro-Oeste;19/08/2010 00:00:00;33.667,31166667
N;Norte;20/08/2010 00:00:00;3.923,12291667
NE;Nordeste;20/08/2010 00:00:00;7.915,30808333
S;Sul;20/08/2010 00:00:00;9.078,35208333
SE;Sudeste/Centro-Oeste;20/08/2010 00:00:00;33.869,63791667
N;Norte;21/08/2010 00:00:00;3.819,51666667
NE;Nordeste;21/08/2010 00:00:00;7.557,36945833
S;Sul;21/08/2010 00:00:00;7.946,00333333
SE;Sudeste/Centro-Oeste;21/08/2010 00:00:00;31.757,53500000
N;Norte;22/08/2010 00:00:00;3.634,16833333
NE;Nordeste;22/08/2010 00:00:00;6.983,76816667
S;Sul;22/08/2010 00:00:00;6.652,44541667
SE;Sudeste/Centro-Oeste;22/08/2010 00:00:00;28.209,98458333
N;Norte;23/08/2010 00:00:00;3.939,37250000
NE;Nordeste;23/08/2010 00:00:00;7.869,75879167
S;Sul;23/08/2010 00:00:00;8.934,45666667
SE;Sudeste/Centro-Oeste;23/08/2010 00:00:00;33.617,98541667
N;Norte;24/08/2010 00:00:00;3.959,03458333
NE;Nordeste;24/08/2010 00:00:00;8.062,81683333
S;Sul;24/08/2010 00:00:00;9.457,79625000
SE;Sudeste/Centro-Oeste;24/08/2010 00:00:00;34.969,94416667
N;Norte;25/08/2010 00:00:00;3.968,27958333
NE;Nordeste;25/08/2010 00:00:00;8.073,09883333
S;Sul;25/08/2010 00:00:00;9.491,79000000
SE;Sudeste/Centro-Oeste;25/08/2010 00:00:00;35.550,62000000
N;Norte;26/08/2010 00:00:00;3.962,91375000
NE;Nordeste;26/08/2010 00:00:00;8.111,25562500
S;Sul;26/08/2010 00:00:00;9.477,12333333
SE;Sudeste/Centro-Oeste;26/08/2010 00:00:00;35.721,63833333
N;Norte;27/08/2010 00:00:00;3.943,10416667
NE;Nordeste;27/08/2010 00:00:00;8.095,97208333
S;Sul;27/08/2010 00:00:00;9.312,70416667
SE;Sudeste/Centro-Oeste;27/08/2010 00:00:00;33.341,13666667
N;Norte;28/08/2010 00:00:00;3.836,18333333
NE;Nordeste;28/08/2010 00:00:00;7.727,97570833
S;Sul;28/08/2010 00:00:00;8.316,04375000
SE;Sudeste/Centro-Oeste;28/08/2010 00:00:00;32.854,79625000
N;Norte;29/08/2010 00:00:00;3.702,25333333
NE;Nordeste;29/08/2010 00:00:00;7.050,56137500
S;Sul;29/08/2010 00:00:00;6.835,91625000
SE;Sudeste/Centro-Oeste;29/08/2010 00:00:00;29.454,69166667
N;Norte;30/08/2010 00:00:00;3.927,51208333
NE;Nordeste;30/08/2010 00:00:00;7.992,79116667
S;Sul;30/08/2010 00:00:00;9.085,30500000
SE;Sudeste/Centro-Oeste;30/08/2010 00:00:00;34.690,51333333
N;Norte;31/08/2010 00:00:00;3.953,68541667
NE;Nordeste;31/08/2010 00:00:00;8.149,77800000
S;Sul;31/08/2010 00:00:00;9.471,56541667
SE;Sudeste/Centro-Oeste;31/08/2010 00:00:00;35.421,92375000
N;Norte;01/09/2010 00:00:00;3.966,70125000
NE;Nordeste;01/09/2010 00:00:00;8.133,19750000
S;Sul;01/09/2010 00:00:00;9.626,20583333
SE;Sudeste/Centro-Oeste;01/09/2010 00:00:00;35.540,28583333
N;Norte;02/09/2010 00:00:00;3.937,60375000
NE;Nordeste;02/09/2010 00:00:00;8.047,92875000
S;Sul;02/09/2010 00:00:00;9.608,01666667
SE;Sudeste/Centro-Oeste;02/09/2010 00:00:00;35.877,65375000
N;Norte;03/09/2010 00:00:00;3.953,57458333
NE;Nordeste;03/09/2010 00:00:00;8.147,63166667
S;Sul;03/09/2010 00:00:00;9.690,21166667
SE;Sudeste/Centro-Oeste;03/09/2010 00:00:00;36.044,57458333
N;Norte;04/09/2010 00:00:00;3.839,82083333
NE;Nordeste;04/09/2010 00:00:00;7.728,40458333
S;Sul;04/09/2010 00:00:00;8.061,53958333
SE;Sudeste/Centro-Oeste;04/09/2010 00:00:00;33.091,50500000
N;Norte;05/09/2010 00:00:00;3.718,24500000
NE;Nordeste;05/09/2010 00:00:00;7.018,11791667
S;Sul;05/09/2010 00:00:00;6.428,40708333
SE;Sudeste/Centro-Oeste;05/09/2010 00:00:00;28.934,38958333
N;Norte;06/09/2010 00:00:00;3.910,21458333
NE;Nordeste;06/09/2010 00:00:00;7.707,32416667
S;Sul;06/09/2010 00:00:00;7.793,42416667
SE;Sudeste/Centro-Oeste;06/09/2010 00:00:00;32.032,39833333
N;Norte;07/09/2010 00:00:00;3.718,23875000
NE;Nordeste;07/09/2010 00:00:00;7.160,74458333
S;Sul;07/09/2010 00:00:00;7.184,33458333
SE;Sudeste/Centro-Oeste;07/09/2010 00:00:00;30.243,10750000
N;Norte;08/09/2010 00:00:00;3.866,83583333
NE;Nordeste;08/09/2010 00:00:00;8.114,85958333
S;Sul;08/09/2010 00:00:00;8.954,40416667
SE;Sudeste/Centro-Oeste;08/09/2010 00:00:00;33.925,70291667
N;Norte;09/09/2010 00:00:00;3.962,60416667
NE;Nordeste;09/09/2010 00:00:00;8.254,48708333
S;Sul;09/09/2010 00:00:00;9.185,12416667
SE;Sudeste/Centro-Oeste;09/09/2010 00:00:00;34.494,83125000
N;Norte;10/09/2010 00:00:00;3.892,06125000
NE;Nordeste;10/09/2010 00:00:00;8.213,84166667
S;Sul;10/09/2010 00:00:00;9.264,17958333
SE;Sudeste/Centro-Oeste;10/09/2010 00:00:00;34.843,50416667
N;Norte;11/09/2010 00:00:00;3.811,04541667
NE;Nordeste;11/09/2010 00:00:00;7.779,11333333
S;Sul;11/09/2010 00:00:00;8.154,09125000
SE;Sudeste/Centro-Oeste;11/09/2010 00:00:00;29.749,17791667
N;Norte;12/09/2010 00:00:00;3.682,03416667
NE;Nordeste;12/09/2010 00:00:00;7.169,62291667
S;Sul;12/09/2010 00:00:00;6.915,66708333
SE;Sudeste/Centro-Oeste;12/09/2010 00:00:00;28.862,68041667
N;Norte;13/09/2010 00:00:00;3.964,98625000
NE;Nordeste;13/09/2010 00:00:00;8.067,73916667
S;Sul;13/09/2010 00:00:00;9.120,77916667
SE;Sudeste/Centro-Oeste;13/09/2010 00:00:00;34.533,54291667
N;Norte;14/09/2010 00:00:00;4.012,41708333
NE;Nordeste;14/09/2010 00:00:00;8.127,12208333
S;Sul;14/09/2010 00:00:00;9.102,96958333
SE;Sudeste/Centro-Oeste;14/09/2010 00:00:00;35.974,57625000
N;Norte;15/09/2010 00:00:00;4.034,51500000
NE;Nordeste;15/09/2010 00:00:00;8.189,09208333
S;Sul;15/09/2010 00:00:00;9.065,43625000
SE;Sudeste/Centro-Oeste;15/09/2010 00:00:00;36.100,87750000
N;Norte;16/09/2010 00:00:00;4.022,20916667
NE;Nordeste;16/09/2010 00:00:00;8.288,03000000
S;Sul;16/09/2010 00:00:00;9.435,20791667
SE;Sudeste/Centro-Oeste;16/09/2010 00:00:00;35.770,36291667
N;Norte;17/09/2010 00:00:00;4.025,51791667
NE;Nordeste;17/09/2010 00:00:00;8.357,98333333
S;Sul;17/09/2010 00:00:00;9.366,29791667
SE;Sudeste/Centro-Oeste;17/09/2010 00:00:00;36.189,48958333
N;Norte;18/09/2010 00:00:00;3.902,48708333
NE;Nordeste;18/09/2010 00:00:00;7.991,39833333
S;Sul;18/09/2010 00:00:00;8.022,72375000
SE;Sudeste/Centro-Oeste;18/09/2010 00:00:00;33.183,18791667
N;Norte;19/09/2010 00:00:00;3.776,18666667
NE;Nordeste;19/09/2010 00:00:00;7.244,57833333
S;Sul;19/09/2010 00:00:00;6.565,61541667
SE;Sudeste/Centro-Oeste;19/09/2010 00:00:00;29.029,36625000
N;Norte;20/09/2010 00:00:00;3.982,17916667
NE;Nordeste;20/09/2010 00:00:00;8.092,39916667
S;Sul;20/09/2010 00:00:00;8.331,91166667
SE;Sudeste/Centro-Oeste;20/09/2010 00:00:00;34.393,74125000
N;Norte;21/09/2010 00:00:00;3.993,29958333
NE;Nordeste;21/09/2010 00:00:00;8.128,59083333
S;Sul;21/09/2010 00:00:00;9.342,94916667
SE;Sudeste/Centro-Oeste;21/09/2010 00:00:00;35.833,40416667
N;Norte;22/09/2010 00:00:00;4.056,03416667
NE;Nordeste;22/09/2010 00:00:00;8.206,52958333
S;Sul;22/09/2010 00:00:00;9.396,58583333
SE;Sudeste/Centro-Oeste;22/09/2010 00:00:00;36.546,57250000
N;Norte;23/09/2010 00:00:00;4.076,39708333
NE;Nordeste;23/09/2010 00:00:00;8.345,17666667
S;Sul;23/09/2010 00:00:00;9.190,00375000
SE;Sudeste/Centro-Oeste;23/09/2010 00:00:00;36.709,11125000
N;Norte;24/09/2010 00:00:00;4.039,44375000
NE;Nordeste;24/09/2010 00:00:00;8.307,75416667
S;Sul;24/09/2010 00:00:00;9.048,34791667
SE;Sudeste/Centro-Oeste;24/09/2010 00:00:00;36.092,90875000
N;Norte;25/09/2010 00:00:00;3.945,42041667
NE;Nordeste;25/09/2010 00:00:00;7.877,76791667
S;Sul;25/09/2010 00:00:00;7.884,27083333
SE;Sudeste/Centro-Oeste;25/09/2010 00:00:00;33.067,45333333
N;Norte;26/09/2010 00:00:00;3.856,95000000
NE;Nordeste;26/09/2010 00:00:00;7.289,11166667
S;Sul;26/09/2010 00:00:00;6.508,53166667
SE;Sudeste/Centro-Oeste;26/09/2010 00:00:00;29.541,95625000
N;Norte;27/09/2010 00:00:00;4.088,09166667
NE;Nordeste;27/09/2010 00:00:00;8.272,25708333
S;Sul;27/09/2010 00:00:00;8.636,57250000
SE;Sudeste/Centro-Oeste;27/09/2010 00:00:00;32.220,72750000
N;Norte;28/09/2010 00:00:00;4.065,38666667
NE;Nordeste;28/09/2010 00:00:00;8.492,95583333
S;Sul;28/09/2010 00:00:00;9.098,90541667
SE;Sudeste/Centro-Oeste;28/09/2010 00:00:00;35.544,88375000
N;Norte;29/09/2010 00:00:00;4.044,06500000
NE;Nordeste;29/09/2010 00:00:00;8.642,98333333
S;Sul;29/09/2010 00:00:00;9.282,88791667
SE;Sudeste/Centro-Oeste;29/09/2010 00:00:00;35.563,01916667
N;Norte;30/09/2010 00:00:00;3.995,89250000
NE;Nordeste;30/09/2010 00:00:00;8.644,93041667
S;Sul;30/09/2010 00:00:00;9.273,17625000
SE;Sudeste/Centro-Oeste;30/09/2010 00:00:00;35.853,27000000
N;Norte;01/10/2010 00:00:00;3.928,28083333
NE;Nordeste;01/10/2010 00:00:00;8.643,91416667
S;Sul;01/10/2010 00:00:00;9.333,41416667
SE;Sudeste/Centro-Oeste;01/10/2010 00:00:00;36.147,08625000
N;Norte;02/10/2010 00:00:00;3.750,01625000
NE;Nordeste;02/10/2010 00:00:00;8.307,95041667
S;Sul;02/10/2010 00:00:00;8.188,06666667
SE;Sudeste/Centro-Oeste;02/10/2010 00:00:00;32.802,89041667
N;Norte;03/10/2010 00:00:00;3.610,70500000
NE;Nordeste;03/10/2010 00:00:00;7.317,61208333
S;Sul;03/10/2010 00:00:00;6.173,86500000
SE;Sudeste/Centro-Oeste;03/10/2010 00:00:00;25.355,79458333
N;Norte;04/10/2010 00:00:00;3.934,81833333
NE;Nordeste;04/10/2010 00:00:00;8.465,63625000
S;Sul;04/10/2010 00:00:00;9.006,44291667
SE;Sudeste/Centro-Oeste;04/10/2010 00:00:00;33.437,90166667
N;Norte;05/10/2010 00:00:00;3.958,32333333
NE;Nordeste;05/10/2010 00:00:00;8.614,51666667
S;Sul;05/10/2010 00:00:00;9.146,04375000
SE;Sudeste/Centro-Oeste;05/10/2010 00:00:00;34.908,50000000
N;Norte;06/10/2010 00:00:00;4.020,83708333
NE;Nordeste;06/10/2010 00:00:00;8.719,10375000
S;Sul;06/10/2010 00:00:00;9.390,41458333
SE;Sudeste/Centro-Oeste;06/10/2010 00:00:00;32.723,10250000
N;Norte;07/10/2010 00:00:00;4.056,01750000
NE;Nordeste;07/10/2010 00:00:00;8.798,46708333
S;Sul;07/10/2010 00:00:00;9.320,49750000
SE;Sudeste/Centro-Oeste;07/10/2010 00:00:00;35.589,40416667
N;Norte;08/10/2010 00:00:00;4.079,78958333
NE;Nordeste;08/10/2010 00:00:00;8.873,52083333
S;Sul;08/10/2010 00:00:00;8.974,14208333
SE;Sudeste/Centro-Oeste;08/10/2010 00:00:00;35.504,99500000
N;Norte;09/10/2010 00:00:00;3.941,08916667
NE;Nordeste;09/10/2010 00:00:00;8.416,57416667
S;Sul;09/10/2010 00:00:00;7.854,19958333
SE;Sudeste/Centro-Oeste;09/10/2010 00:00:00;31.810,86500000
N;Norte;10/10/2010 00:00:00;3.747,08625000
NE;Nordeste;10/10/2010 00:00:00;7.533,09750000
S;Sul;10/10/2010 00:00:00;6.458,77791667
SE;Sudeste/Centro-Oeste;10/10/2010 00:00:00;27.892,32291667
N;Norte;11/10/2010 00:00:00;3.887,65166667
NE;Nordeste;11/10/2010 00:00:00;8.311,63833333
S;Sul;11/10/2010 00:00:00;8.189,35250000
SE;Sudeste/Centro-Oeste;11/10/2010 00:00:00;31.181,03666667
N;Norte;12/10/2010 00:00:00;3.753,80583333
NE;Nordeste;12/10/2010 00:00:00;7.792,39625000
S;Sul;12/10/2010 00:00:00;7.087,52125000
SE;Sudeste/Centro-Oeste;12/10/2010 00:00:00;28.735,67333333
N;Norte;13/10/2010 00:00:00;3.964,56375000
NE;Nordeste;13/10/2010 00:00:00;8.735,25750000
S;Sul;13/10/2010 00:00:00;9.002,21125000
SE;Sudeste/Centro-Oeste;13/10/2010 00:00:00;33.536,77375000
N;Norte;14/10/2010 00:00:00;4.018,70791667
NE;Nordeste;14/10/2010 00:00:00;8.796,11541667
S;Sul;14/10/2010 00:00:00;9.300,07833333
SE;Sudeste/Centro-Oeste;14/10/2010 00:00:00;34.969,71750000
N;Norte;15/10/2010 00:00:00;4.059,77500000
NE;Nordeste;15/10/2010 00:00:00;8.586,06833333
S;Sul;15/10/2010 00:00:00;9.363,13125000
SE;Sudeste/Centro-Oeste;15/10/2010 00:00:00;35.484,10458333
N;Norte;16/10/2010 00:00:00;3.946,29958333
NE;Nordeste;16/10/2010 00:00:00;8.291,29875000
S;Sul;16/10/2010 00:00:00;8.244,95416667
SE;Sudeste/Centro-Oeste;16/10/2010 00:00:00;33.270,28666667
N;Norte;17/10/2010 00:00:00;3.609,05625000
NE;Nordeste;17/10/2010 00:00:00;7.234,43458333
S;Sul;17/10/2010 00:00:00;6.382,28750000
SE;Sudeste/Centro-Oeste;17/10/2010 00:00:00;28.246,83458333
N;Norte;18/10/2010 00:00:00;3.890,43958333
NE;Nordeste;18/10/2010 00:00:00;8.611,58375000
S;Sul;18/10/2010 00:00:00;8.770,52000000
SE;Sudeste/Centro-Oeste;18/10/2010 00:00:00;34.060,99333333
N;Norte;19/10/2010 00:00:00;3.970,22875000
NE;Nordeste;19/10/2010 00:00:00;8.918,79416667
S;Sul;19/10/2010 00:00:00;9.077,47416667
SE;Sudeste/Centro-Oeste;19/10/2010 00:00:00;33.928,99083333
N;Norte;20/10/2010 00:00:00;3.999,33000000
NE;Nordeste;20/10/2010 00:00:00;8.834,01041667
S;Sul;20/10/2010 00:00:00;9.291,83958333
SE;Sudeste/Centro-Oeste;20/10/2010 00:00:00;34.054,39083333
N;Norte;21/10/2010 00:00:00;4.008,82500000
NE;Nordeste;21/10/2010 00:00:00;8.768,94125000
S;Sul;21/10/2010 00:00:00;9.517,70958333
SE;Sudeste/Centro-Oeste;21/10/2010 00:00:00;34.912,50583333
N;Norte;22/10/2010 00:00:00;3.986,38750000
NE;Nordeste;22/10/2010 00:00:00;8.626,31166667
S;Sul;22/10/2010 00:00:00;9.442,17291667
SE;Sudeste/Centro-Oeste;22/10/2010 00:00:00;35.747,12958333
N;Norte;23/10/2010 00:00:00;3.830,23458333
NE;Nordeste;23/10/2010 00:00:00;8.142,26791667
S;Sul;23/10/2010 00:00:00;8.349,95041667
SE;Sudeste/Centro-Oeste;23/10/2010 00:00:00;33.324,01708333
N;Norte;24/10/2010 00:00:00;3.721,01583333
NE;Nordeste;24/10/2010 00:00:00;7.410,66208333
S;Sul;24/10/2010 00:00:00;6.831,79250000
SE;Sudeste/Centro-Oeste;24/10/2010 00:00:00;29.542,76291667
N;Norte;25/10/2010 00:00:00;3.913,69541667
NE;Nordeste;25/10/2010 00:00:00;8.372,78333333
S;Sul;25/10/2010 00:00:00;9.176,74125000
SE;Sudeste/Centro-Oeste;25/10/2010 00:00:00;34.829,36916667
N;Norte;26/10/2010 00:00:00;3.933,83708333
NE;Nordeste;26/10/2010 00:00:00;8.715,64666667
S;Sul;26/10/2010 00:00:00;9.382,20250000
SE;Sudeste/Centro-Oeste;26/10/2010 00:00:00;35.004,96541667
N;Norte;27/10/2010 00:00:00;3.951,48166667
NE;Nordeste;27/10/2010 00:00:00;8.666,50125000
S;Sul;27/10/2010 00:00:00;9.350,80208333
SE;Sudeste/Centro-Oeste;27/10/2010 00:00:00;34.257,28875000
N;Norte;28/10/2010 00:00:00;3.968,85500000
NE;Nordeste;28/10/2010 00:00:00;8.654,73458333
S;Sul;28/10/2010 00:00:00;9.542,00083333
SE;Sudeste/Centro-Oeste;28/10/2010 00:00:00;34.540,28750000
N;Norte;29/10/2010 00:00:00;3.892,48875000
NE;Nordeste;29/10/2010 00:00:00;8.650,10625000
S;Sul;29/10/2010 00:00:00;9.524,44375000
SE;Sudeste/Centro-Oeste;29/10/2010 00:00:00;35.418,06916667
N;Norte;30/10/2010 00:00:00;3.805,71416667
NE;Nordeste;30/10/2010 00:00:00;8.110,89000000
S;Sul;30/10/2010 00:00:00;8.094,19875000
SE;Sudeste/Centro-Oeste;30/10/2010 00:00:00;33.255,92541667
N;Norte;31/10/2010 00:00:00;3.673,02541667
NE;Nordeste;31/10/2010 00:00:00;7.280,34958333
S;Sul;31/10/2010 00:00:00;6.387,90708333
SE;Sudeste/Centro-Oeste;31/10/2010 00:00:00;28.511,19833333
N;Norte;01/11/2010 00:00:00;3.857,19000000
NE;Nordeste;01/11/2010 00:00:00;8.022,57833333
S;Sul;01/11/2010 00:00:00;8.079,16166667
SE;Sudeste/Centro-Oeste;01/11/2010 00:00:00;32.475,91208333
N;Norte;02/11/2010 00:00:00;3.775,13958333
NE;Nordeste;02/11/2010 00:00:00;7.570,46166667
S;Sul;02/11/2010 00:00:00;7.088,52625000
SE;Sudeste/Centro-Oeste;02/11/2010 00:00:00;28.797,27041667
N;Norte;03/11/2010 00:00:00;3.985,54208333
NE;Nordeste;03/11/2010 00:00:00;8.525,49375000
S;Sul;03/11/2010 00:00:00;9.323,95375000
SE;Sudeste/Centro-Oeste;03/11/2010 00:00:00;33.454,89000000
N;Norte;04/11/2010 00:00:00;3.991,75333333
NE;Nordeste;04/11/2010 00:00:00;8.634,03708333
S;Sul;04/11/2010 00:00:00;9.742,23166667
SE;Sudeste/Centro-Oeste;04/11/2010 00:00:00;32.014,92250000
N;Norte;05/11/2010 00:00:00;4.027,40375000
NE;Nordeste;05/11/2010 00:00:00;8.631,84458333
S;Sul;05/11/2010 00:00:00;9.643,51583333
SE;Sudeste/Centro-Oeste;05/11/2010 00:00:00;32.916,04833333
N;Norte;06/11/2010 00:00:00;3.950,92916667
NE;Nordeste;06/11/2010 00:00:00;8.264,49125000
S;Sul;06/11/2010 00:00:00;8.481,98375000
SE;Sudeste/Centro-Oeste;06/11/2010 00:00:00;33.046,80500000
N;Norte;07/11/2010 00:00:00;3.784,78958333
NE;Nordeste;07/11/2010 00:00:00;7.525,90541667
S;Sul;07/11/2010 00:00:00;7.127,57083333
SE;Sudeste/Centro-Oeste;07/11/2010 00:00:00;28.429,00666667
N;Norte;08/11/2010 00:00:00;4.013,04916667
NE;Nordeste;08/11/2010 00:00:00;8.478,03791667
S;Sul;08/11/2010 00:00:00;9.883,20791667
SE;Sudeste/Centro-Oeste;08/11/2010 00:00:00;34.348,15708333
N;Norte;09/11/2010 00:00:00;3.991,37583333
NE;Nordeste;09/11/2010 00:00:00;8.497,21000000
S;Sul;09/11/2010 00:00:00;10.017,00458333
SE;Sudeste/Centro-Oeste;09/11/2010 00:00:00;33.044,78541667
N;Norte;10/11/2010 00:00:00;3.979,10416667
NE;Nordeste;10/11/2010 00:00:00;8.764,20375000
S;Sul;10/11/2010 00:00:00;9.486,36958333
SE;Sudeste/Centro-Oeste;10/11/2010 00:00:00;35.875,16625000
N;Norte;11/11/2010 00:00:00;4.002,78375000
NE;Nordeste;11/11/2010 00:00:00;8.714,97625000
S;Sul;11/11/2010 00:00:00;9.488,19625000
SE;Sudeste/Centro-Oeste;11/11/2010 00:00:00;34.223,76791667
N;Norte;12/11/2010 00:00:00;4.035,59291667
NE;Nordeste;12/11/2010 00:00:00;8.747,21541667
S;Sul;12/11/2010 00:00:00;9.594,05333333
SE;Sudeste/Centro-Oeste;12/11/2010 00:00:00;34.206,24541667
N;Norte;13/11/2010 00:00:00;3.853,72833333
NE;Nordeste;13/11/2010 00:00:00;8.212,98875000
S;Sul;13/11/2010 00:00:00;8.413,99708333
SE;Sudeste/Centro-Oeste;13/11/2010 00:00:00;31.485,90500000
N;Norte;14/11/2010 00:00:00;3.644,02166667
NE;Nordeste;14/11/2010 00:00:00;7.322,40458333
S;Sul;14/11/2010 00:00:00;6.997,30041667
SE;Sudeste/Centro-Oeste;14/11/2010 00:00:00;27.484,97583333
N;Norte;15/11/2010 00:00:00;3.632,41541667
NE;Nordeste;15/11/2010 00:00:00;7.354,65625000
S;Sul;15/11/2010 00:00:00;7.443,02041667
SE;Sudeste/Centro-Oeste;15/11/2010 00:00:00;28.046,97375000
N;Norte;16/11/2010 00:00:00;3.899,20833333
NE;Nordeste;16/11/2010 00:00:00;8.399,59625000
S;Sul;16/11/2010 00:00:00;9.434,72083333
SE;Sudeste/Centro-Oeste;16/11/2010 00:00:00;33.274,27791667
N;Norte;17/11/2010 00:00:00;3.933,20500000
NE;Nordeste;17/11/2010 00:00:00;8.600,28958333
S;Sul;17/11/2010 00:00:00;9.760,80791667
SE;Sudeste/Centro-Oeste;17/11/2010 00:00:00;34.231,31958333
N;Norte;18/11/2010 00:00:00;3.968,38875000
NE;Nordeste;18/11/2010 00:00:00;8.755,53833333
S;Sul;18/11/2010 00:00:00;9.925,40083333
SE;Sudeste/Centro-Oeste;18/11/2010 00:00:00;34.471,50791667
N;Norte;19/11/2010 00:00:00;3.987,93000000
NE;Nordeste;19/11/2010 00:00:00;8.731,83375000
S;Sul;19/11/2010 00:00:00;9.930,07541667
SE;Sudeste/Centro-Oeste;19/11/2010 00:00:00;34.994,80208333
N;Norte;20/11/2010 00:00:00;3.876,84250000
NE;Nordeste;20/11/2010 00:00:00;8.249,58208333
S;Sul;20/11/2010 00:00:00;8.871,23500000
SE;Sudeste/Centro-Oeste;20/11/2010 00:00:00;32.335,02583333
N;Norte;21/11/2010 00:00:00;3.685,12791667
NE;Nordeste;21/11/2010 00:00:00;7.447,48875000
S;Sul;21/11/2010 00:00:00;7.531,56083333
SE;Sudeste/Centro-Oeste;21/11/2010 00:00:00;29.765,67083333
N;Norte;22/11/2010 00:00:00;3.946,73750000
NE;Nordeste;22/11/2010 00:00:00;8.488,15375000
S;Sul;22/11/2010 00:00:00;9.575,12291667
SE;Sudeste/Centro-Oeste;22/11/2010 00:00:00;32.387,19291667
N;Norte;23/11/2010 00:00:00;3.951,71625000
NE;Nordeste;23/11/2010 00:00:00;8.658,55333333
S;Sul;23/11/2010 00:00:00;9.872,80791667
SE;Sudeste/Centro-Oeste;23/11/2010 00:00:00;35.570,98750000
N;Norte;24/11/2010 00:00:00;3.965,12833333
NE;Nordeste;24/11/2010 00:00:00;8.786,55250000
S;Sul;24/11/2010 00:00:00;9.788,08375000
SE;Sudeste/Centro-Oeste;24/11/2010 00:00:00;35.709,63875000
N;Norte;25/11/2010 00:00:00;3.922,56291667
NE;Nordeste;25/11/2010 00:00:00;8.755,67875000
S;Sul;25/11/2010 00:00:00;9.735,27500000
SE;Sudeste/Centro-Oeste;25/11/2010 00:00:00;36.058,90791667
N;Norte;26/11/2010 00:00:00;3.972,34708333
NE;Nordeste;26/11/2010 00:00:00;8.785,21750000
S;Sul;26/11/2010 00:00:00;9.914,50166667
SE;Sudeste/Centro-Oeste;26/11/2010 00:00:00;35.880,09833333
N;Norte;27/11/2010 00:00:00;3.871,67166667
NE;Nordeste;27/11/2010 00:00:00;8.261,06000000
S;Sul;27/11/2010 00:00:00;8.892,29458333
SE;Sudeste/Centro-Oeste;27/11/2010 00:00:00;32.869,33375000
N;Norte;28/11/2010 00:00:00;3.733,35416667
NE;Nordeste;28/11/2010 00:00:00;7.503,17583333
S;Sul;28/11/2010 00:00:00;7.476,05041667
SE;Sudeste/Centro-Oeste;28/11/2010 00:00:00;29.859,78250000
N;Norte;29/11/2010 00:00:00;3.869,06375000
NE;Nordeste;29/11/2010 00:00:00;8.471,46666667
S;Sul;29/11/2010 00:00:00;9.837,75000000
SE;Sudeste/Centro-Oeste;29/11/2010 00:00:00;36.174,98375000
N;Norte;30/11/2010 00:00:00;3.975,19166667
NE;Nordeste;30/11/2010 00:00:00;8.469,98125000
S;Sul;30/11/2010 00:00:00;10.110,11150000
SE;Sudeste/Centro-Oeste;30/11/2010 00:00:00;37.286,25958333
N;Norte;01/12/2010 00:00:00;3.942,63208333
NE;Nordeste;01/12/2010 00:00:00;8.527,52875000
